cod_cliente|cod_contrato|cod_chamado|data_chamado_andamento|descricao_chamado_andamento|privado_chamado
4275|9189|19375|2022-01-25 20:58:44|realizado pelo romualdo  Luiz Fernando|0
2716|5742|19377|2022-01-25 20:58:23|nao foi possivel contatar o cliente  Luiz Fernando|0
2716|5742|19377|2022-01-26 16:10:08|eltoncecapi@hotmail.comHá 37 minutos. ONU estava desligada detro do quadro,pessoal que mexeu no portão teve que abrir o quadro onde a ONU fica provavelmente esbarrou na ONU e desligou.  Luiz Fernando|0
2716|5742|19377|2022-01-26 16:10:22| |0
1866|3957|19378|2022-01-26 16:36:49|visita agendada p/ 26/01  Luiz Fernando|0
1866|3957|19378|2022-01-26 19:38:29|eltoncecapi@hotmail.comHá 12 minutos. Telefonia resolvida...  OBS:CLIENTE PEDIU PARA EU FAZER UM TESTE DE VELOCIDADE SÓ QUE EU ESTAVA COM Adaptador USB COM PROBLEMA  E NÃO TENHO EQUIPAMENTO QUE DA A VELOCIDADE NA REDE WI-FI..(CLIENTE VAI PEDIR UMA NOVA VISITA TÉCNICA E QUE O TÉCNICO TENHA EQUIPAMENTOS COM TECNOLOGIA PARA TIRAR AS DÚVIDAS ..)  Luiz Fernando|0
1866|3957|19378|2022-01-27 11:55:05| |0
1905|4037|19379|2022-01-26 13:07:18|cliente nao atende  Luiz Fernando|0
1905|4037|19379|2022-01-26 20:32:26|cliente nao atende, sera encaminhado um e-mail  Luiz Fernando|0
1905|4037|19379|2022-01-27 18:23:42|cliente nao atende  Luiz Fernando|0
1905|4037|19379|2022-01-28 11:58:02|visita agendada p/ 28/01  Luiz Fernando|0
1905|4037|19379|2022-01-29 12:24:41| pedro313msn@gmail.comHá 1 hora. ONU VSolution antiga trocada por uma AC  Luiz Fernando|0
2846|6040|19380|2022-01-26 12:00:10|visita agendada p/ 26/01  Luiz Fernando|0
2846|6040|19380|2022-01-26 17:07:38|cliente suspendeu o atendimento e vai ligar pra reagendar.  Luiz Fernando|0
2846|6040|19380|2022-01-28 14:06:23| |0
4339|9317|19381|2022-01-26 12:57:28| visita agendada p/ 27/01  Luiz Fernando|0
4339|9317|19381|2022-01-27 13:16:53|eltoncecapi@hotmail.comHá 12 minutos. Foi feito um reset e reconfigurado a ONU novamente e voltou a funcionar..  leticia|0
4464|9595|19385|2022-01-26 19:10:02|visita agendada p/ 27/01  Luiz Fernando|0
4464|9595|19385|2022-01-27 16:55:43| Conforme informado no dia 25/01, a instrução para a configuração da DMZ, era para configurar DHCP ou FIXO: 192.168.22.254 e foi configurado com final 2, e não 254 pela equipe da Sompo. Fizemos o ajuste para o final 2 para que assim funcionasse.  Tratado via e-mail, Luiz Fernando|0
2731|5780|19387|2022-01-26 20:49:53|cliente solicita retorno amanha  Luiz Fernando|0
2731|5780|19387|2022-01-27 15:04:14|sao os valores padrao luiz:  0,10 fixo local 0,15 fixo brasil 0,65 Movel Brasil  os mesmos valores de um ramal tarifado.   Romualdo|0
2731|5780|19387|2022-01-31 17:28:25| |0
2511|5255|19388|2022-01-27 11:54:40| |0
4500|9678|19391|2022-01-27 16:23:59| Ativacao agendada para 31/01  leticia|0
4500|9678|19391|2022-01-31 14:49:52|eltoncecapi@hotmail.comHá 4 minutos. Cliente ativado 200Mg  leticia|0
3593|7797|19392|2022-01-27 16:22:21| |0
2823|5991|19393|2022-01-27 17:54:28|visita agendada p/ 27/01  Luiz Fernando|0
2823|5991|19393|2022-01-28 12:23:46|eltoncecapi@hotmail.comOntem às 20:44. Pessoal mudou o rack de lugar e acabou colocando o link na porta errada da RB,voltou o cabo pra porta 1 e voltou a funcionar..  leticia|0
4502|9681|19395|2022-01-27 19:48:23|vistoria realizada, ativacao agendada p/ 31/01 e aguarda ainda o sinal que tem previsao de ser feito antes da ativacao  Luiz Fernando|0
4502|9681|19395|2022-01-31 17:25:50|sinal agendado p/ 31/01  luiz fernando|0
4502|9681|19395|2022-02-01 20:31:46|agendado p/ 02/02  Luiz Fernando|0
4502|9681|19395|2022-02-03 12:15:36|pedro313msn@gmail.comOntem às 20:27. Cliente Ativado  Luiz Fernando|0
4378|9400|19398|2022-01-28 11:25:25| interferencia na regiao ja resolvido.  leticia|0
2301|4816|19400|2022-01-28 13:18:43|na ONU que fica na cozinha estava tudo normal, porem o outro roteador da sala estava com sujeira de obras no conector do cabo de rede, ao limpar normalizou}  Luiz Fernando|0
4041|8692|19402|2022-01-28 14:58:47|Cliente nao atendeu para passar previsao de retorno e informar que o problema foi rompimento. 11h57  Luiz Fernando|0
4041|8692|19402|2022-01-29 12:06:39|massiva normalizada em 28/01 no inicio da noite  Luiz Fernando|0
4504|9688|19403|2022-01-28 14:57:18|ativacao agendada p/ 31/01  Luiz Fernando|0
4504|9688|19403|2022-01-31 20:18:24| eltoncecapi@hotmail.comHá 2 minutos. Cliente ativo 400M  Luiz Fernando|0
4230|9102|19404|2022-01-29 11:30:18|Luciana entrou em contato e disse que faria os procedimentos basicos.|0
4230|9102|19404|2022-01-31 17:24:36|visita tecnica foi realizada em 30/01  Luiz Fernando|0
4505|9690|19405|2022-01-28 18:11:17|vistoria agendada p/ 29/01  Luiz Fernando|0
4505|9690|19405|2022-01-31 16:37:01|Ativacao agendada para 01/02  leticia|0
4505|9690|19405|2022-02-14 13:46:03|cliente ativado em 01/02  Luiz Fernando|0
2436|5079|19406|2022-01-28 18:37:50| |0
3016|9138|19407|2022-01-28 20:34:25|vistoria agendada p/ 28/01  Luiz Fernando|0
3016|9138|19407|2022-02-11 19:58:25| eltoncecapi@hotmail.comHá 8 minutos. Cliente ativa 400 MG  Luiz Fernando|0
4506|9692|19410|2022-01-31 11:24:03|  titularidade alterada de login: feiceg em 29/01  Luiz Fernando.|0
4218|9070|19414|2022-01-29 13:56:14|Agendado para 31/01  leticia|0
4218|9070|19414|2022-02-01 13:15:30|Adriano OliveiraHá 15 minutos. Mudança realizada . Para local onde cliente pediu .  Luiz Fernando|0
3619|7849|19415|2022-01-31 11:22:17|Atendimento agendado junto ao Natan p/ 31/01  Luiz Fernando|0
3619|7849|19415|2022-01-31 20:11:56|Leonardo LinharesHá 10 minutos. Mudança de endereço realizada  Luiz Fernando|0
4034|8675|19416|2022-01-31 12:30:53| |0
4502|9694|19418|2022-01-31 13:30:39|agendado p/ 01/02  luiz fernando|0
4502|9694|19418|2022-02-01 12:50:03|ativacao suspensa devido mudancas nas equipes por conta da covid  Luiz Fernando|0
4502|9694|19418|2022-02-01 20:32:05|agendado p/ 02/02  Luiz Fernando|0
4502|9694|19418|2022-02-03 12:16:32|pedro313msn@gmail.comOntem às 17:24. Cliente Ativado  Luiz Fernando|0
1308|2964|19419|2022-02-01 11:50:11| |0
1308|2964|19419|2022-03-22 16:14:08|Data Limite para suspensão: 31/05/2022  Luana|0
1308|2964|19419|2022-04-27 17:34:08|contrato bloqueado.  |0
4507|9695|19421|2022-01-31 16:50:31|agendado p/ 03/02  Luiz Fernando|0
4507|9695|19421|2022-02-07 13:39:20|pedro313msn@gmail.comHá 3 dias. Cliente Ativado  Luiz Fernando|0
2576|5388|19422|2022-01-31 14:42:55| |0
4508|9696|19423|2022-01-31 16:50:15|agendado p/ 02/02  Luiz Fernando|0
4508|9696|19423|2022-02-03 12:07:57|Matheus SantanaHá 1 hora. Link ativado   Luiz Fernando|0
4509|9698|19424|2022-01-31 17:47:06| cliente solicitou ativacao p/ 01/02  Luiz Fernando|0
4509|9698|19424|2022-02-16 12:44:59|cliente foi ativada em 01/02  Luiz Fernando|0
4333|9309|19425|2022-01-31 17:40:23|visita agendada p/ 02/01  Luiz fernando|0
4333|9309|19425|2022-02-03 14:47:42|Adriano OliveiraHá instantes. Mudança realizada.   Luiz Fernando|0
2918|5867|19426|2022-02-01 12:48:51|normalizado  Luiz Fernando|0
4049|8708|19428|2022-01-31 18:20:44|visita agendada p/ 31/01  luiz fernando|0
4049|8708|19428|2022-02-01 13:14:41| Adriano OliveiraHá 11 minutos. Computador do cliente não é giga e nem ac,  foi explicado e colocado o notebook para usar no cabo .  luiz fernando|0
4510|9699|19429|2022-02-01 11:49:38|vistoria agendada p/ 01/02  Luiz Fernando|0
4510|9699|19429|2022-02-10 18:39:12|Adriano OliveiraHá instantes. Cliente ativado.   Luiz Fernando|0
2866|6082|19430|2022-01-31 19:10:54|Visita agendada para 01/02|0
2866|6082|19430|2022-02-02 14:18:58|Adriano OliveiraOntem às 17:43. Cliente não estava utilizando a rede Wi-Fi 5G em sua residência,  mostrei para ele a diferença e seus equipamentos aceitam 5G , cliente possui um c20 da r2 oferecer para ele os decos.  leticia|0
3943|8497|19431|2022-01-31 19:19:08| |0
3943|8497|19431|2022-01-31 19:19:11| |0
4109|8837|19432|2022-01-31 20:35:26|visita agendada p/ 01/02  Luiz Fernando|0
4109|8837|19432|2022-02-02 14:25:29|Adriano OliveiraOntem às 17:44. Onu foi trocada, antiga queimou.   leticia|0
4511|9701|19433|2022-02-01 11:49:16|passado ao roni para fazer a passagem  Luiz Fernando|0
4511|9701|19433|2022-02-04 16:52:33|pedro313msn@gmail.comHá 2 minutos. Cliente Ativado  Luiz Fernando|0
1866|3957|19434|2022-01-31 20:54:34|agendado p/ 01/02  Luiz Fernando|0
1866|3957|19434|2022-02-02 14:17:37|Adriano OliveiraOntem às 17:42. Cliente informou que já estava normalizado e que não precisaria mais .  leticia|0
3164|9422|19435|2022-02-01 12:43:48|visita agendada p/ 01/02  Luiz Fernando|0
3164|9422|19435|2022-02-02 14:23:23|pedro313msn@gmail.comOntem às 18:43. Além dos dois ramais que fui Adicionar,foi adicionado mais 10 ramais  leticia|0
4487|9651|19438|2022-02-01 13:35:17|visita agendada p/ 01/02  Luiz Fernando|0
4487|9651|19438|2022-02-01 16:42:35|eltoncecapi@hotmail.comHá 11 minutos. Foi especificado sinal na rede wi-fi da cliente para parar de sumir a rede wi-fi..  Luiz Fernando|0
4350|9345|19440|2022-02-01 16:34:14|Cliente nao atende  leticia|0
4350|9345|19440|2022-02-02 19:06:36|foi agendada uma visita p/ 03/02  Luiz Fernando|0
4350|9345|19440|2022-02-03 12:53:04|Matheus SantanaHá 4 minutos. Problemas na frequência da rede Wi-Fi na onu  foi alterada e mudado para fcc, normalizando as quedas na rede wifi, foi deixado um petcord para que seja utilizado a rede cabeada   Luiz fernando|0
2801|8822|19441|2022-02-01 18:27:08|cliente nao esta atendendo  Luiz Fernando|0
2801|8822|19441|2022-02-07 13:39:34| cliente ja navegando |0
2918|6216|19442|2022-02-01 18:06:17|visita agendada p/ 01/02  Luiz fernando|0
2918|6216|19442|2022-02-01 19:08:31| Matheus SantanaHá 34 minutos. Havia um filtro de linha com uma das conexões no nosso equipamento outra no telefone e outra conectado em um equipamento da oi  Matheus SantanaHá 33 minutos. Foi retirado o filtro e conectado o telefone direto no nosso equipamento   Luiz Fernando|0
4513|9706|19443|2022-02-01 20:26:43|agendado p/ 02/02  Luiz Fernando|0
4513|9706|19443|2022-02-03 13:04:21|pedro313msn@gmail.comOntem às 13:57. Cliente Ativado  Luiz fernando|0
4514|9708|19444|2022-02-02 12:53:37|agendado p/ 02/02  Luiz Fernando|0
4514|9708|19444|2022-02-22 18:16:47|Luiz Fernando OliveiraHá 38 minutos. cliente vai reagendar pra depois do carnaval  Luiz Fernando|0
4514|9708|19444|2022-03-03 17:02:34|pedro313msn@gmail.comHá instantes. Cliente Ativado   Luiz Fernando|0
4515|9710|19446|2022-02-02 19:28:40|vistoria agendada p/ 03/01  Luiz Fernando|0
4515|9710|19446|2022-02-22 18:17:00|Luiz Fernando OliveiraHá 38 minutos. cliente vai reagendar pra depois do carnaval  Luiz Fernando|0
4515|9710|19446|2022-03-07 17:27:11|pedro313msn@gmail.comHá 1 hora. Cliente Ativado   Luiz fernando|0
4516|9711|19447|2022-02-02 19:28:56|vistoria agendada p/ 03/01  Luiz Fernando|0
4516|9711|19447|2022-02-22 18:17:02|Luiz Fernando OliveiraHá 38 minutos. cliente vai reagendar pra depois do carnaval  Luiz Fernando|0
4516|9711|19447|2022-03-07 12:06:27|pedro313msn@gmail.comHá 11 minutos. Cliente Ativado   Luiz Fernando|0
4517|9715|19448|2022-02-02 12:51:28|agendado p/ 04/02 Luiz Fernando|0
4517|9715|19448|2022-02-02 20:34:55|eltoncecapi@hotmail.comHá 2 horas. Cliente ativo 200M  Luiz Fernando|0
4519|9718|19450|2022-04-01 18:18:54| Leonardo LinharesHá 3 minutos. Clíente ativado foi passada uma fibra de 12Fo até o quadro de distribuição dentro do CEUB onde foi instalada uma CTO para futuros clientes.  Luiz Fernando|0
4519|9718|19450|2022-02-02 19:31:06|vistoria agendada p/ 03/02  Luiz Fernando|0
4519|9718|19450|2022-02-22 18:17:07|Luiz Fernando OliveiraHá 38 minutos. cliente vai reagendar pra depois do carnaval  Luiz Fernando|0
4398|9446|19451|2022-02-03 11:46:24|visita agendada p/ 03/02  Luiz Fernando|0
4398|9446|19451|2022-02-03 14:52:10|Matheus SantanaHá 1 minuto. Nossa onu estava travada, foi substituida, problema da telefonia e interno no PABX   Luiz Fernando|0
4356|9359|19455|2022-02-07 14:29:16|ESSE CLIENTE NÃO ATENDE LIGAÇÕES E NÃO RESPONDE EMAILS, CONFORME VARIAS TENTATIVAS PASSADAS  ANA PAULA |0
4356|9359|19455|2022-03-02 16:34:18|QUEM LIGOU: ATOS CNPJ: 413089210001-01 TELEFONE: 61 981909374 DESCRIÇÃO: CLIENTE SOLICITA O RETORNO DO SETOR FINANCEIRO PARA TRATATIVA REFERENTE A BOLETOS, O MESMO ESTÁ TENTANDO CONTATO MAS NÃO CONSEGUE.   ana paula|0
4356|9359|19455|2022-03-02 16:34:53|Sr.Athos 981909374 solicitou informaçoes sobre faturas em aberto vi email athos@lotuscidade.com.br  ana paula |0
4356|9359|19455|2022-03-02 16:49:08|passado todas as informaçoes para cliente via email.  ana paula |0
4356|9359|19455|2022-03-02 18:13:53|Sr Alexandre 999824052 solicitou faturas unificadas com vencimento para o dia 10/03. faturas enviadas para o email alexandre@lotuscidade.com.br|0
4032|8672|19456|2022-02-02 13:31:23|Foram feitos os procedimentos basicos porem nao teve resultado visita agendada para 02/02  leticia|0
4032|8672|19456|2022-02-02 14:02:37|cliente informa que ja foi normalizada a conexao  Luiz Fernando|0
4298|9237|19457|2022-02-02 14:03:37|ja normalizado  Luiz Fernando|0
3900|8404|19458|2022-02-02 13:55:10| |0
2988|6395|19463|2022-02-07 13:34:42|Felipe 983180405 Cliente vai verificar a disponibilidade e agendar a retirada pois a empresa esta fechada  Luiz Fernando|0
2974|6357|19465|2022-02-07 14:06:15|Sr Leonardo 996228853 informou que não cuida do departamento financeiro e passou o numero 32627604 para entrarmos em contato. Esse mesmo n° está caindo na caixa de mensagem, foi enviado um email de aviso de conta em aberto.   ana paula |0
2974|6357|19465|2022-02-10 15:09:18|Foi conversado com Sr Levi 992688134 sobre faturas em aberto o mesmo solicitou que fosse encaminhado para o email.Faturas geradas e encaminhadas e cliente deu ciente.  ana paula |0
4322|9277|19469|2022-02-02 17:02:32|equipamento reconfigurado, cliente validou a normalizacao  leticia|0
4521|9721|19471|2022-02-02 20:59:45|Cliente foi orientado sobre a telefonia e já fez a compra dos aparelhos IP´s.  Irá contratar 1 NUMERO PRINCIPAL (portabilidade) + 5 RAMAIS TARIFADOS   Luana|0
4521|9721|19471|2022-02-09 14:36:04|eltoncecapi@hotmail.comOntem às 14:50. Cliente ativo 500M  Luiz Fernando|0
4522|9728|19472|2022-02-03 12:26:46|ativacao agendada p/ 07/02  Luiz Fernando|0
4522|9728|19472|2022-02-08 11:40:42|eltoncecapi@hotmail.comOntem às 17:11. Cliente ativado 500M  Luiz Fernando|0
2952|7098|19473|2022-02-03 12:27:27|romualdo arcoverdeHá 1 hora. cliente desligou e religou e normalizou|0
3399|7344|19474|2022-02-03 12:31:59|Cliente foi instruido a encaminhar um email  Luiz Fernando|0
3399|7344|19474|2022-02-07 13:30:44|eu solicitei foi um DMZ Host para o IP 192.168.22.33, ou seja, redirecionar todas as portas para o .33 que é um equipamento USG da UNIFI/UBIQUITI.  foi realizado, Luiz Fernando|0
2252|4677|19475|2022-02-03 12:23:47| |0
1415|8637|19476|2022-02-07 14:16:44|Foi enviado faturas no email do cliente e informado que para fazermos a suspensão é necessário não haver faturas em aberto. boletos enviado para cliente.  ana paula |0
1415|8637|19476|2022-04-27 17:36:25|contrato suspenso.  Romualdo|0
3376|7288|19478|2022-02-03 13:51:57| |0
3164|9422|19480|2022-02-03 14:21:19|visita agendada p/ 03/02  Luiz Fernando|0
3164|9422|19480|2022-02-04 16:59:49|pedro313msn@gmail.comOntem às 16:59. Link OK, provavelmente algum site q a Letícia tentou abrir ou algo assim tava lento,pois ela foi a única q percebeu lentidão  Luiz Fernando|0
4442|9549|19482|2022-02-03 17:22:45| |0
4398|9446|19483|2022-02-03 17:43:05|visita agendada para 03/02  leticia|0
4398|9446|19483|2022-02-04 11:26:34|Matheus SantanaOntem às 16:55. Sinal da rua esta chegando-27 tem uma emenda no drop que chega o sinal do prédio, como temos dois cliente retirei a caixa de 1/4 e coloquei um splinter de 1/2. A emenda do poste nao tem como refazer pois o drop esta curto, tera que lancar 4 postes de drop para refazer a emenda   Luiz Fernando|0
3077|6592|19484|2022-02-03 17:59:08|visita agendada p/ 03/02  Luiz Fernando|0
3077|6592|19484|2022-02-04 14:08:20|pedro313msn@gmail.comHá 2 horas. Provavelmente o problema e no roteador Wi-Fi deles ,que por algumas vezes por dia perde a conexão Wi-Fi,pessoal da T.I deles colocou outro pra fazer o teste e ver se resolve  Luiz fernando|0
469|890|19485|2022-02-03 18:08:22| |0
469|890|19485|2022-02-07 11:03:28|Matheus SantanaOntem às 20:28. Equipamento trocado  Luiz Fernando|0
469|890|19485|2022-02-07 13:13:28| |0
4524|9735|19486|2022-02-04 11:16:09|vistoria agendada p/ 04/02  Luiz Fernando|0
4524|9735|19486|2022-02-07 13:13:36|ativacao agendada p/ 07/02  Luiz Fernando|0
4524|9735|19486|2022-02-08 11:39:33|Matheus SantanaOntem às 21:37. Link ativado   Luiz Fernando|0
3688|7981|19487|2022-02-04 11:22:03|agendado p/ 04/02  Luiz Fernando|0
3688|7981|19487|2022-02-04 14:08:52|eltoncecapi@hotmail.comHá 11 minutos. Construtora passou o cabo para o local errado ,refizemos a passagem para a portaria onde fica o MOLDEN da r2 más não foi concluído pq a síndica decidiu colocar o roteador no teto da sala de reunião aguarda o o eletricista deixar a tomada no teto  Luiz Fernando|0
1869|3963|19488|2022-02-04 11:26:10|agendado p/ 04/02  Luiz Fernando|0
1869|3963|19488|2022-02-04 16:30:30|eltoncecapi@hotmail.comHá 1 hora. Foi feito um teste no Pc do condomínio e no nosso a diferença de velocidade grande além disso o computador do Condomínio fica travando e tá lento.. foi passado para moça da portaria..  Luiz Fernando|0
4442|9549|19489|2022-02-04 11:35:09|cliente esta em reuniao, pediu o retorno mais tarde  Luiz Fernando|0
4442|9549|19489|2022-02-07 13:14:22|normalizado  Luiz fernando|0
4337|9312|19490|2022-02-04 11:54:42|visita agendada para 04/02|0
4337|9312|19490|2022-02-05 11:47:38|Adriano OliveiraOntem às 16:16. Foi feito vários testes com cliente,  onde sua TV não pega mais de 50 megas. E sua segunda TV q fica mãos longe funciona melhor.   Luiz Fernando|0
1488|3250|19493|2022-02-04 13:42:13|visita agendada para 04/02|0
1488|3250|19493|2022-02-05 11:49:03|pedro313msn@gmail.comOntem às 16:09. ONU não estava conectando nenhum dispositivo via Wi-Fi,apenas no cabo,após dois reset consegui fazer funcionar,se der mais algum problema, será necessário trocar a ONU  Luiz Fernando|0
4525|9738|19494|2022-02-04 17:30:37|aguardando cliente confirmar,  Luiz Fernando|0
4525|9738|19494|2022-02-07 11:28:22|agendado p/ 07/02  Luiz Fernando|0
4525|9738|19494|2022-02-08 19:49:20|reagendado p/ 09/02  Luiz Fernando|0
4525|9738|19494|2022-02-10 11:30:18|eltoncecapi@hotmail.comHá 1 hora. Não foi feita a passagem pois a sl da cliente teve reforma e fecharam o a tubulação de dados ,cliente irá ver com imobiliária e ligar pra gente novamente..  Luiz Fernando|0
4525|9738|19494|2022-02-10 14:54:39|O Sr. Antonio da imobiliária pediu para o suporte entrar em contato para falar da tubulação. Ele precisa entender melhor a situação. 99929-2827  Luana|0
4525|9738|19494|2022-02-11 14:14:15|nao tem tubulacao, sr antonio vai providenciar e nos avisa  Luiz fernando|0
4525|9738|19494|2022-02-14 12:32:07|cliente informa q fez a tubulacao, ativacao foi agendada p/ 14/02  Luiz Fernando|0
4525|9738|19494|2022-02-16 12:46:08|eltoncecapi@hotmail.comOntem às 10:17.(editado) Cliente ativado 200 M  Luiz Fernando|0
4363|9414|19498|2022-02-04 20:21:12|Visita agendada para 05/02|0
4363|9414|19498|2022-02-05 13:00:47|Matheus SantanaHá instantes. Cliente com prlema na rede wifi, foi trocado canal do equipamento melhorando a qualidade da rede   leticia|0
3384|9742|19499|2022-02-07 11:03:06|vistoria agendada p/ 07/02  Luiz Fernando|0
3384|9742|19499|2022-02-08 14:55:53|Adriano OliveiraHá instantes. Vistoria realizada  falta cliente fazer uma caixa de ligação da entrada do lote pra caixa switch telecomunicações,  foi  informado,  ele falou q assim q estiver ponto entra em contato contato.   Luiz Fernando|0
3384|9742|19499|2022-02-28 12:23:40|no aguardo do cliente  Romualdo|0
4528|9744|19500|2022-02-07 11:02:49|ativacao agendada p/ 07/02  Luiz Fernando|0
4528|9744|19500|2022-02-09 19:29:09|Adriano OliveiraHá 4 horas. Cliente ativado .  Luiz Fernando|0
4291|9222|19501|2022-02-07 11:49:14|visita agendada p/ 07/02  Luiz Fernando|0
4291|9222|19501|2022-02-07 13:45:40|link Normalizado  Luiz Fernando|0
4398|9446|19502|2022-02-07 11:39:03|visita agendada p/ 0//02  Luiz Fernando|0
4398|9446|19502|2022-02-07 13:43:20|Cliente normalizado  Luiz Fernando|0
4126|8875|19503|2022-02-07 12:56:48|visita agendada p/ 07/02  Luiz Fernando|0
4126|8875|19503|2022-02-08 11:39:05|Matheus SantanaOntem às 11:52. Problema no cordão foi trocado, sinal -27  Luiz Fernando |0
1062|2453|19506|2022-02-07 14:35:33|visita foi agendada p/ 07/02  Luiz Fernando|0
1062|2453|19506|2022-02-08 11:41:17|pedro313msn@gmail.comOntem às 18:57. Resolvido juntamente com Romualdo  Luiz Fernando|0
4222|9082|19507|2022-02-07 14:46:39|visita agendada p/ 07/02  Luiz Fernando|0
4222|9082|19507|2022-02-09 11:00:56|SantiagoOntem às 17:29. Equipamento fora do padrão cliente move de lugar o balcão por conta da feira que tem no local foi passado pra ele oque ela poderia fazer pra evita que a fibra se romper  Luiz Fernando|0
3273|6986|19508|2022-02-07 16:46:59|Cliente disse que volta a contatar o suporte amanha  leticia|0
4433|9531|19509|2022-02-07 16:05:57|visita agendada p/ 07/02  Luiz Fernando|0
4433|9531|19509|2022-02-07 19:05:57|Matheus SantanaHá 11 minutos. Equipamento com defeito nao subia sinal de fibra nem wifi  Luiz Fernando|0
3030|6490|19510|2022-02-07 16:52:28| |0
4531|9748|19512|2022-02-07 19:06:44|Cliente ativo  leticia|0
4409|9473|19513|2022-02-07 17:58:01|.|0
3095|9553|19515|2022-02-08 11:15:40|visita agendada p/ 08/02  Luiz Fernando|0
3095|9553|19515|2022-02-08 19:00:48|Adriano OliveiraHá 15 minutos. Link Blufit , ,Ok Romualdo acompanhou serviço,  O Paulo Vitor tem dúvidas sobre quem contratou nossa Internet,  pra que serve , pedi para ele entrar em contato com pessoal da empresa dele.  Luiz Fernando|0
3164|9422|19516|2022-02-09 14:23:28|nenhum problema no nosso link, ja foi agendada uma visita no qual 1 maquina estava com lentidao  Luiz Fernando|0
4186|9005|19517|2022-02-09 11:02:57|a principio estava tudo certo nos nossos testes  Luiz Fernando|0
4288|9215|19518|2022-02-08 13:25:49| |0
3003|6427|19519|2022-02-08 12:46:24|Cliente estava sem acesso a rede e o problema foi normalizado com os procedimentos basicos, ficou de confirmar se normalizou nos outros dispositivos.  leticia|0
3003|6427|19519|2022-02-08 12:48:05| |0
2731|5780|19520|2022-02-08 12:44:51| |0
3740|8087|19521|2022-02-08 14:48:11|Informei a Sra Adriana que até outubro os sobre os ramais não tinham sido cobrados e que a diferença do valor se refere aos dois ramais tarifados. Ela entendeu e solicitou a correção do valor da NF para o mesmo valor do boleto.  Luana|0
3740|8087|19521|2022-02-28 12:24:35|ja deve ter sido feito pela ana.  Romualdo|0
3262|6961|19522|2022-02-08 13:23:34| |0
1316|9210|19523|2022-02-08 16:10:29|normlizado  Luiz fernando|0
4520|9720|19525|2022-02-08 14:10:40|ANTIGO LOGIN: andrerodrigues  ANA PAULA |0
4520|9720|19525|2022-02-09 20:41:00|login alterado de: andrerodrigues em 09/02  Luiz Fernando|0
4507|9695|19526|2022-02-08 14:34:10|foi agendada uma visita p/ 08/02  Luiz Fernando|0
4507|9695|19526|2022-02-09 11:03:46|pedro313msn@gmail.comOntem às 22:59. Foi passado a senha, acesso remoto está liberado,não sei pq não foi possível acessar o Moldem  Luiz Fernando|0
2794|5934|19527|2022-02-17 11:40:07|nota fiscal cancelada.  ana paula |0
2794|5934|19527|2022-02-28 12:25:01| |0
4323|9279|19528|2022-02-08 15:03:03| |0
4492|9661|19531|2022-02-08 17:36:09|agendado p/ 09/02  Luiz Fernando|0
4492|9661|19531|2022-02-14 12:22:50| 2 decos ativos em 10/02  Luiz Fernando|0
4492|9661|19531|2022-02-16 13:04:12| |0
4339|9317|19532|2022-02-08 17:01:30| |0
4508|9696|19533|2022-02-08 17:04:16|visita agendada p/ 08/02  Luiz fernando|0
4508|9696|19533|2022-02-09 11:04:15|pedro313msn@gmail.comOntem às 22:58. Foi necessário trocar a ONU,pois mesmo resetando a Easy4Link não subiu a telefonia  Luiz Fernando|0
4156|8930|19535|2022-02-08 17:51:21|visita agendada p/ 08/02  Luiz fernando|0
4156|8930|19535|2022-02-08 19:43:57|eltoncecapi@hotmail.comHá 20 minutos. ONU só estava resetada ,foi reconfigurada e voltou a funcionar..  Luiz Fernando|0
1798|3792|19537|2022-02-09 13:47:41|cliente nao estava conseguindo conectar-se  rede. Foi alterado o padrao de seguranca e conectou  Luiz Fernando|0
4532|9752|19542|2022-02-09 11:52:23|ativacao agendada p/ 11/02  Luiz Fernando|0
4532|9752|19542|2022-02-11 20:18:40|Adriano OliveiraHá instantes. Cliente ativado.   Luiz Fernando|0
4533|9753|19543|2022-02-09 12:18:29|ativacao agendada p/ 09/02  Luiz Fernando|0
4533|9753|19543|2022-02-11 13:58:47|eltoncecapi@hotmail.comHá 2 dias. Cliente ativado 200M  Luiz Fernando|0
4160|8937|19545|2022-02-09 12:17:23| |0
4464|9595|19547|2022-02-09 14:10:24|.|0
2259|4705|19548|2022-02-09 16:09:47|Visita agendada com o Victor 992493095  Luiz Fernando|0
2259|4705|19548|2022-02-09 19:28:41|Matheus SantanaHá 4 minutos. Problema na rede interna, cabo que vai da secretaria para o restaurante   Luiz Fernando|0
3882|8360|19549|2022-02-09 16:49:29|visita agendada para 09/02  leticia|0
3882|8360|19549|2022-02-09 19:19:36|pedro313msn@gmail.comHá 4 horas. Equipamento Retirado  Luiz fernando|0
3882|8360|19549|2022-02-11 19:10:19|pedro313msn@gmail.comHá 2 dias. Fibra foi dobrada em um dos Shafts, problema resolvido,mais informações foram passadas ao Luiz  Luiz Fernando|0
3943|8497|19551|2022-02-09 17:18:54| |0
4408|9469|19552|2022-02-09 17:19:35| |0
4227|9095|19554|2022-02-09 18:17:45| |0
4488|9653|19555|2022-02-09 19:05:36| |0
3737|8082|19556|2022-02-09 19:43:40|visita agendada para 10/02  leticia|0
